ID,Age ,Income,Car,Prop,Biz,Debtmonthly,debtmaturity,family,responsibility,skepticisim,determinism,introvert,informed,cash_p,satisfaction
1864,31,22335,32947,186955,873902,9347,219,5,3,4,1,2,4,4,5
1865,33,41866,87669,124398,909964,2951,45,1,5,2,5,3,1,2,1
1866,30,36697,61564,1054431,1032516,3948,177,4,5,2,3,3,4,3,3
1867,33,24544,53139,261810,779940,9333,67,4,1,4,4,3,1,2,2
1868,29,8468,22729,141677,434271,637,235,3,5,4,5,1,3,1,4
1869,32,11392,54520,497809,498540,1902,33,4,4,3,2,2,3,4,1
1870,34,37572,14859,304115,1206725,2214,64,4,2,2,2,1,1,2,3
1871,32,41897,82448,499052,82018,7839,199,1,1,4,3,1,5,1,2
1872,35,14185,54324,824188,688824,1123,230,1,3,5,5,4,5,2,2
1873,27,11922,55843,482959,435109,6793,206,4,1,3,2,2,1,2,2
1874,33,24965,88590,1036237,795824,518,228,4,1,4,5,3,4,3,4
1875,25,44266,54913,79901,61721,5724,176,4,4,5,4,2,3,3,1
1876,29,43610,53707,191878,613016,6148,108,4,3,1,4,4,2,2,5
1877,28,25579,47668,739310,1168131,5900,6,3,4,5,5,5,2,5,3
1878,31,40757,46832,403787,1080563,9682,93,3,4,3,1,4,1,4,1
1879,28,31737,12944,599439,15934,9958,146,3,1,2,3,5,3,1,2
1880,30,36533,48865,364512,602904,7751,81,3,1,2,4,1,3,2,3
1881,32,19056,81557,730554,1060162,8588,100,1,2,5,5,1,5,2,5
1882,26,35353,39453,123825,70383,3757,211,5,4,4,4,4,1,4,2
1883,25,36294,24686,414125,387389,6451,197,4,3,1,3,4,1,2,5
1884,34,31792,4931,330734,849340,4610,228,2,5,4,1,1,1,2,3
1885,33,34203,85966,915893,1113667,573,59,4,5,4,5,1,3,1,4
1886,28,43091,52034,632134,254325,1906,70,1,4,5,4,5,4,2,5
1887,30,10854,59830,331624,1109994,2331,189,1,3,5,3,3,1,4,4
1888,32,43365,59882,900054,23977,9754,158,1,4,1,2,1,2,5,3
1889,26,24692,67268,89970,1165119,7863,49,3,3,4,2,3,5,4,3
1890,30,35806,28454,945329,284070,8507,135,4,1,3,3,3,4,2,3
1891,28,37141,57233,1194597,527427,9609,83,2,3,1,2,4,3,3,2
1892,30,20955,67312,888034,111165,2920,129,3,4,4,2,2,1,4,4
1893,31,36768,67420,826272,565148,9277,169,4,5,5,2,5,3,2,1
1894,25,31016,51180,791146,511410,7404,78,4,1,4,1,2,1,3,2
1895,25,18954,48668,1080584,873017,3406,198,5,4,2,4,4,1,2,3
1896,29,22568,9601,845433,1039458,9199,164,3,4,4,2,1,3,1,2
1897,28,14532,21377,935480,707929,7124,53,1,1,2,4,1,3,3,4
1898,24,40622,36459,677276,451846,6741,68,5,2,4,1,4,4,4,1
1899,30,42053,88594,320077,1044907,3945,227,2,4,5,5,4,3,4,1
1900,26,35488,3019,251142,963651,2495,118,5,5,2,3,4,2,2,1
1901,31,10528,87702,428605,545349,2313,233,4,2,1,1,1,1,5,2
1902,27,17042,20856,782987,1032693,4570,98,2,3,3,2,5,1,3,3
1903,24,13342,62567,234343,1126912,6289,35,4,1,5,4,1,3,1,3
1904,25,32154,40152,1043029,323548,9509,188,5,5,5,3,5,1,3,2
1905,25,32315,59326,604188,39784,8485,180,5,1,4,4,1,5,2,1
1906,32,43730,86333,273098,121440,2561,202,3,2,5,5,3,5,4,3
1907,26,28054,66621,1163347,324912,461,149,4,4,4,1,1,2,5,3
1908,31,19710,10962,924639,528289,1609,56,4,2,2,1,3,4,5,3
1909,32,29709,62385,592257,1196168,8024,33,3,3,1,2,4,5,2,5
1910,31,38299,12828,2901,449367,3099,15,4,4,3,2,4,1,4,4
1911,24,18490,14365,185979,21789,9306,202,4,2,1,5,2,2,1,4
1912,25,8600,13237,308194,4519,9752,153,2,4,4,2,2,1,2,1
1913,34,38606,663,702791,621161,5700,97,2,2,3,2,4,2,2,2
1914,27,34685,2139,1003912,792240,5550,232,5,1,2,3,5,5,4,3
1915,25,10133,56044,1131073,1032766,5648,218,2,3,1,4,1,4,3,2
1916,33,22783,61226,327715,778892,4014,112,3,1,4,3,3,1,2,4
1917,33,14922,63769,414653,389741,6372,34,4,1,1,1,3,5,1,5
1918,34,42029,42882,185244,268596,3525,160,4,4,4,1,1,4,2,3
1919,35,42533,81641,1066481,360387,5852,81,4,2,4,5,3,1,1,4
1920,26,29420,77152,101244,1167208,6801,199,5,1,5,1,2,3,3,2
1921,33,24377,1134,621264,214584,6078,32,3,3,3,4,5,4,4,3
1922,24,14847,60984,215364,449077,1890,40,4,3,4,5,5,2,2,3
1923,32,23886,2244,668566,1036494,444,119,3,5,4,3,3,1,1,5
1924,27,35800,89252,173564,811152,6651,86,5,5,4,3,2,3,5,3
1925,30,44706,68920,764789,423796,9743,185,2,5,4,1,5,3,5,2
1926,26,17728,53978,833088,243783,1289,75,4,4,1,2,3,2,4,1
1927,30,15050,57597,348505,535193,3964,90,2,4,4,2,1,3,5,5
1928,24,40519,26800,1098818,621942,2743,154,2,1,2,2,1,5,4,5
1929,29,20986,80345,687175,727654,3463,229,3,2,3,1,3,3,2,4
1930,33,39621,28618,640866,1073933,9006,4,1,4,1,4,5,2,1,3
1931,32,19224,78886,605798,138881,2542,27,5,5,4,4,1,4,5,4
1932,29,36478,87863,850248,832417,4758,82,3,5,4,1,4,5,5,2
1933,35,18398,44493,1136413,1012569,1866,44,4,4,2,4,3,2,2,5
1934,32,33788,74940,260157,52714,4205,38,2,5,3,1,5,3,3,2
1935,31,31738,59387,544494,1069810,6732,35,2,2,1,3,5,2,1,5
1936,34,37998,56917,917509,321350,3351,210,2,5,5,2,1,2,3,1
1937,27,11101,89076,835635,1096925,869,10,3,2,3,3,5,2,2,2
1938,31,35043,25177,788932,1171796,2888,28,5,3,2,2,5,5,2,1
1939,31,44956,49912,840187,311788,353,149,1,3,5,3,5,1,4,3
1940,30,13934,20834,385199,275153,8383,143,5,5,1,5,2,1,3,2
1941,24,10933,86267,1190317,291628,1462,238,3,2,4,4,3,3,4,3
1942,34,24395,54100,97511,632547,6239,127,3,1,3,1,4,1,5,5
1943,33,37543,68962,597558,229246,5886,10,5,4,3,3,3,5,2,2
1944,31,22465,17935,1120199,743185,8506,105,3,4,4,1,5,5,2,2
1945,25,18436,12745,22541,653092,3581,75,5,1,1,1,1,5,5,4
1946,28,11276,31006,546390,537881,4638,121,5,2,5,4,4,5,5,3
1947,28,14227,37634,489785,190592,4482,164,4,2,2,1,1,2,1,3
1948,35,19825,48241,1180578,743615,8554,38,5,3,2,2,3,5,4,4
1949,34,27325,56973,338737,121936,1012,8,4,4,4,2,5,2,3,5
1950,29,8819,33521,581914,150515,3234,204,1,2,4,5,2,1,1,4
1951,31,34963,60088,578580,1174094,7118,121,5,5,2,2,1,3,5,1
1952,26,26566,30271,796148,1021798,4720,182,4,1,4,3,4,3,4,2
1953,33,42110,4023,504675,405832,8214,49,5,3,3,3,3,2,1,3
1954,33,13265,3865,110536,790161,3073,65,4,4,5,2,1,5,4,5
1955,35,10386,55980,737675,1173469,5499,38,3,5,4,3,1,3,1,5
1956,32,30172,86221,203757,298577,8108,232,4,4,4,1,1,1,1,4
1957,26,43314,73984,69711,366396,5078,143,5,5,3,5,5,1,3,4
1958,29,17446,65211,1022525,425766,7376,212,5,2,1,4,1,1,5,3
1959,28,38363,26761,1086923,1103527,8288,150,2,3,1,3,4,1,2,2
1960,32,19362,15312,238261,1032937,424,115,2,5,1,2,3,4,1,4
1961,32,20471,55291,1051757,903286,2066,136,1,3,4,5,4,3,3,2
1962,34,36744,68883,495011,692539,5583,217,1,4,3,1,3,2,3,4
1963,34,17347,3783,779053,52016,3504,23,5,2,3,5,1,4,4,1
1964,30,31763,2572,915236,335699,3357,72,3,3,5,1,1,2,3,1
1965,24,31147,25743,269307,1161330,7437,194,2,3,1,5,2,4,2,2
1966,26,17676,4640,291018,35673,2538,150,3,2,4,1,1,5,1,4
1967,32,33683,11600,555936,544891,7851,23,3,2,3,4,1,1,5,3
1968,33,42013,80575,520653,68658,6513,106,2,3,1,1,5,3,2,5
1969,26,10306,2044,576586,152935,2188,138,1,4,2,5,4,2,1,3
1970,27,33551,36455,326136,1198243,6563,168,2,1,4,4,4,1,2,1
1971,27,12787,57902,331218,1049150,9050,42,2,4,4,3,5,5,3,4
1972,29,24281,81817,942392,25388,9199,199,3,1,2,1,2,5,1,5
1973,31,34835,36111,651383,513482,8652,207,1,1,5,5,2,3,2,2
1974,25,19633,5689,1105366,667242,3145,120,3,3,1,5,2,3,3,3
1975,27,25850,13073,968652,157053,1646,26,5,3,3,1,4,4,4,3
1976,29,15160,37033,1099796,470755,4425,167,5,5,3,5,4,1,1,5
1977,31,30692,75078,764966,1186740,1607,162,2,1,5,5,3,3,3,1
1978,34,31033,48423,1054104,927520,2113,192,1,1,5,4,2,5,1,4
1979,28,27425,17927,599550,566961,8837,130,2,1,2,2,2,5,5,3
1980,31,18271,12561,565742,1034714,1365,52,5,2,4,5,1,4,2,2
1981,35,29665,52815,1213679,673882,7597,143,1,5,4,1,4,5,1,3
1982,25,32044,71444,1166457,919437,5634,92,5,2,5,2,4,2,2,2
1983,30,35640,46903,713305,1016732,9389,120,1,2,2,1,5,5,4,1
1984,29,19690,74097,659674,27318,1002,79,3,2,1,1,1,3,2,1
1985,31,10427,66063,1221889,798927,8035,178,5,5,2,5,5,3,5,5
1986,24,41620,19474,643614,345366,1310,181,1,3,5,4,3,2,3,3
1987,32,42370,20704,700426,1212491,6933,139,2,5,2,2,2,5,4,2
1988,29,14847,69201,482427,1193646,791,171,4,3,4,2,3,4,5,4
1989,31,17689,56262,520460,264931,9309,108,3,5,5,3,4,1,5,3
1990,32,27849,77118,490057,669539,2707,158,1,4,3,1,2,1,2,5
1991,24,43951,26135,37668,386563,735,23,1,1,3,3,3,3,3,4
1992,30,11965,7673,633738,88412,4220,116,4,2,5,2,2,5,2,3
1993,30,37120,26686,853479,533321,7019,22,1,1,3,2,5,2,5,4
1994,29,8330,16649,35286,1233035,1477,10,4,4,4,1,5,3,3,2
1995,24,10415,79106,1118515,1021083,3744,167,4,4,1,3,4,1,5,1
1996,29,42993,75687,330150,59533,739,51,3,1,3,3,1,4,1,3
1997,28,44864,47752,1056208,1103179,5074,139,2,5,2,4,1,2,2,3
1998,30,23180,49780,769004,1085473,3727,42,3,3,4,4,5,5,4,5
1999,34,20494,83797,569905,433509,1180,199,3,1,4,3,4,5,2,4
2000,26,14076,50108,109326,1102055,9977,58,4,2,2,1,3,5,4,2
2001,26,34443,83223,230800,1131881,5979,118,5,4,5,5,4,1,3,1
2002,31,31961,35475,394751,469478,7791,61,5,1,4,4,4,2,1,2
2003,32,36822,61831,368469,1030411,6331,13,4,2,4,5,2,3,2,5
2004,34,39309,29109,138066,1073145,5998,61,4,4,5,1,4,4,3,3
2005,26,30330,54164,635729,518683,7069,113,2,2,3,4,3,3,3,2
2006,33,33717,42858,461137,520973,8848,124,2,2,1,2,4,5,2,3
2007,32,37259,14812,411201,903861,6121,172,4,5,3,4,5,1,1,4
2008,28,32435,53429,338895,1061487,2513,84,4,1,3,4,4,4,2,1
2009,34,8393,64880,1239564,622572,1046,224,4,5,3,2,4,3,3,4
2010,25,38911,17658,631061,120758,5245,27,1,1,2,5,3,1,3,3
2011,28,33041,80214,206441,635217,5143,52,2,1,4,5,4,2,3,5
2012,33,28812,65962,207995,22775,9902,12,3,1,4,5,5,3,4,3
2013,31,19914,61379,734548,932527,6721,20,4,3,4,4,1,3,5,5
2014,32,43538,83931,1040260,1185867,6576,165,3,1,1,5,4,3,3,2
2015,35,41962,54956,286203,1160266,555,74,3,1,3,2,1,4,3,2
2016,34,21222,34895,225536,1091052,9393,203,4,5,3,3,3,1,5,4
2017,25,15115,62689,207473,711690,475,15,5,1,1,4,4,3,5,1
2018,33,32432,33708,804712,36881,1415,224,2,3,4,4,1,1,4,3
2019,31,42770,40863,936064,363939,6922,96,1,5,1,3,5,4,1,4
2020,31,9239,29108,1185072,1208971,3522,74,1,1,2,5,5,3,1,5
2021,29,24919,18982,1013853,766397,9029,200,2,4,3,5,3,2,1,3
2022,33,32646,14348,234286,752,1495,230,3,5,2,2,4,4,4,2
2023,31,35999,54833,766864,686037,8716,186,2,4,2,2,4,1,1,5
2024,24,42761,17492,79895,373591,7458,226,5,3,5,3,1,3,2,2
2025,31,10342,81168,555912,101381,4597,29,1,3,4,3,5,2,1,5
2026,31,41063,55279,29271,769120,8824,0,3,1,4,5,2,2,4,4
2027,28,10076,29945,554034,718369,439,14,1,1,5,5,5,4,2,5
2028,35,39341,85233,1000866,1038173,5559,116,2,1,3,4,2,4,5,4
2029,27,34638,44435,602082,1181038,9827,210,3,5,4,1,2,3,4,3
2030,25,42699,79623,340034,870741,6244,205,3,1,5,3,5,2,4,4
2031,32,22325,72839,128032,133284,7656,72,5,1,2,5,2,3,4,4
2032,28,40002,7475,202033,820975,7875,40,2,3,5,2,5,4,4,4
2033,30,37616,85687,849278,364098,9384,226,5,2,1,2,1,3,2,2
2034,26,34342,41289,136466,146840,7206,141,1,3,1,4,4,5,1,5
2035,25,27655,75514,138097,1137443,6729,6,5,5,5,2,1,5,2,4
2036,27,35465,35074,425152,60321,4494,34,3,2,3,2,3,1,2,3
2037,29,42408,78972,47605,803879,196,95,2,5,3,1,4,2,4,3
2038,33,10380,70888,517617,729514,4209,70,2,3,1,1,4,5,2,1
2039,33,18294,86441,542627,717727,1748,72,4,1,5,2,2,3,1,3
2040,26,33943,84081,653788,1103428,7316,109,2,5,3,3,4,5,3,2
2041,30,26012,33447,579431,871745,3720,61,2,2,1,2,3,2,5,2
2042,31,35088,73094,181062,576452,9383,211,2,3,4,2,3,4,1,4
2043,28,14973,34398,767649,234614,9687,121,1,4,2,2,1,3,3,5
2044,31,10586,48999,162283,1021670,3161,81,2,3,1,2,3,5,2,5
2045,28,23018,76497,154584,77668,5448,162,2,3,1,5,2,1,2,4
2046,34,16537,36204,831446,391970,8078,128,2,1,5,3,5,2,5,1
2047,31,16026,38998,927919,888130,1970,8,4,5,2,4,5,1,5,5
2048,29,9400,7106,567575,223785,4664,8,4,4,1,1,5,4,4,4
2049,31,8768,36795,833218,38989,4246,125,3,2,4,5,3,4,4,4
2050,27,26884,83818,264349,609611,636,217,5,1,1,1,2,1,5,4
2051,27,31281,65370,4749,745983,8278,41,4,4,5,5,2,1,1,4
2052,26,41775,1208,57782,387294,3975,194,1,2,1,5,4,5,1,1
2053,26,26599,29320,1057184,459815,5026,150,3,3,2,3,5,3,5,1
2054,35,41272,73525,707778,99098,7865,43,4,5,1,4,3,3,3,3
2055,26,24342,47281,665744,1160506,452,40,3,5,3,3,3,1,3,5
2056,31,10987,77139,185634,341024,9826,186,4,3,1,2,5,4,2,3
2057,32,36761,29696,160277,703322,3447,31,3,1,4,3,5,5,5,2
2058,26,21028,66231,1153474,454225,9523,76,5,3,2,2,1,2,1,3
2059,26,15539,73565,934757,1126041,8127,94,1,4,1,2,3,4,5,3
2060,24,39732,63502,86097,8028,9823,139,3,5,5,4,2,1,1,5
2061,27,17966,34429,804003,1096578,2811,41,4,4,1,4,3,3,4,4
2062,35,34226,78784,365493,997311,8857,111,4,3,3,4,1,3,5,4
2063,31,20350,15916,189399,1242829,405,0,2,4,5,2,2,5,3,5
2064,28,32392,76370,1029024,819995,2104,237,4,3,3,4,1,1,5,5
2065,26,35623,27862,870912,474763,7311,20,3,2,1,3,5,4,3,2
2066,26,43898,88666,839048,930367,302,86,1,4,1,4,5,1,4,1
2067,28,41095,53168,569799,470302,6019,41,2,5,1,5,5,1,4,1
2068,28,43977,44087,158388,535101,1621,100,1,3,4,4,3,2,5,4
2069,27,8447,17897,479712,95232,7150,147,2,5,5,1,5,3,1,5
2070,27,37547,31633,1201805,366111,9473,24,4,1,2,1,5,2,4,3
2071,26,20818,70789,819294,670617,8548,188,5,3,4,2,4,5,2,4
2072,33,21136,9897,241026,1235138,5404,102,5,4,4,4,3,1,4,3
2073,26,18181,65525,32223,859201,8944,146,2,2,2,5,5,4,5,1
2074,28,22544,4113,963202,538600,5152,50,2,3,5,1,2,4,1,2
2075,26,25984,78770,1247525,170884,9044,10,1,5,2,1,1,4,4,1
2076,33,28959,50813,266863,610420,4718,51,5,4,5,2,3,3,1,1
2077,26,21360,28747,1167842,640507,6247,105,2,2,2,1,4,1,1,4
2078,24,34685,59101,10326,477352,1759,48,2,1,4,5,1,1,2,3
2079,28,32402,43964,1210788,1108745,6884,64,2,2,2,1,2,2,5,1
2080,24,28035,43373,1114637,677622,5208,60,5,5,5,3,5,3,3,4
2081,24,35015,25758,1175273,1112207,2997,103,1,1,4,3,5,1,3,1
2082,31,15657,29946,612310,750200,2308,67,4,1,5,1,1,1,5,5
2083,27,43318,64361,1074300,50207,3335,90,1,5,5,1,5,4,2,2
2084,28,31461,44904,355606,510285,7803,171,3,4,1,3,1,3,3,3
2085,29,27905,88211,786015,1131209,2722,200,2,3,5,1,2,1,1,4
2086,35,12209,29878,236949,984945,8147,99,5,3,4,3,2,1,4,1
2087,32,41703,55496,252494,303818,6142,223,4,1,3,5,4,2,5,5
2088,32,35277,10898,1101814,674294,7054,94,2,3,3,3,5,2,3,2
2089,24,17685,49061,194006,720281,8609,73,4,1,5,1,1,1,5,4
2090,32,33675,44604,137338,216156,1953,5,1,2,1,4,2,1,3,2
2091,25,12682,44572,526681,293768,6180,61,5,2,3,3,1,3,2,2
2092,33,21657,74011,58032,1117526,6530,195,4,5,2,5,3,4,1,3
2093,29,32534,50502,1209114,1209763,7215,17,3,1,2,2,4,3,3,4
2094,30,25368,44674,1137191,754988,5229,62,5,1,5,5,3,2,1,4
2095,25,13410,14046,17887,26208,5599,81,1,5,5,2,2,3,4,2
2096,25,20936,27707,1071924,1220956,7177,199,2,2,4,4,1,1,5,4
2097,30,32597,72410,22262,847082,8829,65,5,4,4,2,2,3,5,4
2098,32,37532,69731,105845,953806,1234,103,3,1,2,4,5,4,2,1
2099,35,39525,49957,398586,1249279,4364,81,4,2,2,1,3,2,5,2
2100,24,8946,62181,595828,582879,4984,61,4,2,4,5,1,1,5,3
2101,30,41104,55214,1048591,957493,5048,116,1,4,3,4,5,5,3,3
2102,33,35502,82000,1097311,1065263,3918,203,4,1,5,5,3,5,4,2
2103,27,34536,24501,38001,612477,1482,209,2,4,5,2,4,5,1,2
2104,26,10212,14792,1212023,804719,2568,18,3,1,5,4,5,3,4,2
2105,32,39475,66450,403093,724348,373,208,2,5,1,5,3,3,2,5
2106,27,31979,72209,1148124,125455,2814,65,5,3,2,5,4,5,3,3
2107,35,43130,26454,607779,28498,9656,38,3,1,4,3,1,1,3,3
2108,27,25241,27162,933399,1189710,3127,152,5,1,1,5,5,1,1,3
2109,31,16888,65208,680834,708807,8172,55,5,1,5,2,1,1,2,1
2110,25,8890,30042,573900,934076,6051,145,4,2,2,4,4,2,2,2
2111,32,11877,38676,261273,24353,4960,124,2,4,5,3,3,4,3,5
2112,25,23359,62080,250656,504717,132,47,1,1,5,1,1,3,3,2
2113,35,36478,54618,900858,707229,1554,1,3,2,2,1,1,5,5,3
2114,35,39844,39825,1035966,123292,101,59,2,3,4,2,5,2,3,1
2115,32,32403,69745,232357,234602,1239,163,1,2,3,4,5,2,4,4
2116,25,28749,57322,687155,67418,3384,24,3,5,2,5,2,2,4,1
2117,35,42245,44418,623622,850494,7523,107,1,5,4,1,3,2,5,2
2118,30,29512,60033,113769,565622,9968,222,1,3,3,3,3,4,3,1
2119,26,21515,29354,1128100,344008,1883,11,4,1,4,2,5,2,1,4
2120,24,18144,67378,775247,695202,6506,4,4,5,3,2,2,4,3,5
2121,33,29372,32853,306762,740558,3789,40,1,5,2,4,2,2,3,1
2122,28,34982,9131,976891,1069970,3226,29,4,2,4,1,3,2,2,5
2123,25,30960,58715,633813,794256,1069,229,3,5,4,4,4,5,5,2
2124,33,44499,23731,289759,95076,4977,84,3,4,4,3,1,1,1,5
2125,35,11024,53392,459360,583049,6659,20,5,3,4,3,3,1,3,1
2126,27,8447,35964,878938,8096,6796,167,5,1,2,3,3,5,2,1
2127,27,36447,19725,168187,229405,2884,205,2,5,1,4,1,1,5,1
2128,24,31032,69616,704394,652091,2977,223,4,4,5,1,5,3,3,5
2129,25,33480,3620,683007,55891,705,35,4,2,3,5,4,4,2,1
2130,28,13186,6419,55976,1118731,1944,198,3,1,5,5,3,4,1,5
2131,31,26059,27798,160571,1032251,1662,184,3,2,1,4,3,1,4,5
2132,31,25403,85720,497709,1127843,3280,179,4,3,3,4,1,4,4,2
2133,25,20174,397,485360,795562,853,235,1,4,4,5,2,5,5,5
2134,26,31139,24504,166744,270739,1730,181,3,1,5,1,1,4,4,1
2135,35,31220,30171,187572,844902,4694,207,4,4,5,5,1,5,1,1
2136,28,22380,77793,937551,155915,4531,88,5,1,4,1,4,3,1,1
2137,34,38855,17545,597822,1184711,4278,99,5,1,3,2,3,4,3,5
2138,33,38752,25127,138369,272975,8899,167,2,4,3,3,3,5,5,5
2139,30,19109,8222,375679,395077,8737,12,5,4,2,1,1,3,4,1
2140,28,22481,51381,1193498,415960,6415,26,3,4,1,1,4,4,4,5
2141,29,36877,39751,896359,1002650,1496,98,3,3,3,5,3,1,4,3
2142,24,29154,33036,961628,103983,3332,193,3,3,5,3,1,2,4,4
2143,30,17489,42297,654542,528506,3707,36,1,2,1,3,5,5,1,3
2144,28,37895,44209,366484,438387,7854,240,3,2,3,2,2,5,3,2
2145,32,42386,32907,400946,517404,2665,5,1,5,2,3,3,3,3,5
2146,28,41331,18132,1181846,754451,4965,8,3,3,4,3,2,2,3,2
2147,28,26368,58505,45258,993756,257,175,2,3,1,2,2,3,5,3
2148,32,37384,23455,674646,984083,8844,74,4,4,3,2,1,5,3,3
2149,27,27833,77018,405292,518454,91,112,2,5,2,2,1,5,4,2
2150,30,10924,74493,1027024,573316,1233,10,5,5,1,3,4,3,2,4
2151,26,14808,11388,464886,430720,9449,182,3,5,1,2,5,2,2,1
2152,35,17805,66759,183825,122465,7550,50,2,2,5,2,5,5,4,2
2153,32,8326,36644,759544,720781,1048,197,5,3,3,4,4,5,3,3
2154,32,29027,61267,1238388,504128,2309,146,2,3,3,2,5,4,5,3
2155,27,44397,24597,1031803,962735,4448,34,5,5,2,5,2,4,1,5
2156,32,9708,3813,1124712,410190,9677,87,4,2,3,5,1,2,3,5
2157,31,12944,33602,654594,1227034,935,137,2,3,2,2,2,3,3,2
2158,26,21253,28894,707712,176964,2697,7,3,5,5,1,2,5,2,5
2159,31,40863,3886,1050159,150491,9704,37,5,5,2,2,3,5,2,4
2160,30,24930,35287,520284,263579,1650,149,1,3,1,4,2,1,4,5
2161,32,37515,24030,1213381,750605,7737,113,1,5,2,2,4,1,5,4
2162,29,33660,58340,562568,58623,1463,118,5,2,5,4,4,2,2,1
2163,32,19065,55263,1088252,747874,4251,103,3,1,5,3,4,4,4,4
2164,34,29696,87361,276343,1246174,1802,112,1,2,5,2,4,5,5,4
2165,33,33191,62971,444536,1235372,1025,119,3,1,2,1,5,1,2,2
2166,33,22462,77223,484756,500017,3120,75,5,4,3,5,3,4,2,1
2167,28,30545,22320,397936,952382,209,234,3,4,4,5,3,4,2,1
2168,33,18640,77271,1178115,259073,8831,169,1,4,1,3,3,4,2,1
2169,30,23988,45203,1247980,1055984,1662,164,5,1,1,1,5,4,1,2
2170,32,13845,51496,1226134,802458,6888,229,4,2,3,4,3,5,3,2
2171,31,35471,50393,987317,621617,4557,149,1,3,4,3,3,1,3,4
2172,34,21889,47912,71168,144012,4309,86,2,3,2,1,3,2,2,2
2173,27,21433,61489,1112759,858807,477,95,3,4,3,3,1,5,4,5
2174,32,13936,11316,30272,328903,5766,75,2,5,3,1,1,1,5,1
2175,26,14280,73314,1026395,1136574,8822,176,3,4,3,2,3,2,1,2
2176,25,35031,87878,664186,1039531,4091,158,1,4,5,2,2,2,4,3
2177,26,15911,87688,395113,786771,9458,103,5,5,2,4,5,1,2,2
2178,31,20650,70054,944672,252147,4022,14,4,2,3,2,5,5,3,2
2179,33,28562,37952,613051,262619,3228,207,4,1,5,1,3,5,2,1
2180,24,11612,67108,62038,592408,4380,38,5,3,3,5,5,4,2,2
2181,24,11444,89143,1005541,531193,7205,19,3,1,4,1,4,1,1,4
2182,26,9794,67345,360337,803474,8186,5,3,1,4,5,4,5,1,5
2183,27,19199,77577,421075,162381,135,237,2,2,4,5,5,3,2,1
2184,27,16752,23363,193575,776478,4030,79,4,4,4,2,3,1,4,5
2185,26,37620,32257,1147707,331886,2619,195,3,3,3,1,3,4,1,1
2186,28,13413,44415,14990,365450,9220,229,1,4,4,3,3,3,5,1
2187,27,39005,28107,57913,132192,9261,118,1,3,5,4,1,5,4,1
2188,31,22451,2074,1100391,1148449,3618,94,3,5,2,3,2,4,2,5
2189,35,29837,55725,908271,969224,7440,221,1,3,2,1,4,1,5,2
2190,34,20837,42945,947303,1007370,3946,149,4,1,1,1,3,5,5,3
2191,30,39043,19537,943701,782128,8153,31,3,5,5,4,3,2,4,5
2192,32,36493,11913,212672,119879,2670,132,3,5,4,1,2,4,4,4
2193,24,27863,40186,456212,764879,7482,115,5,3,5,2,1,4,1,5
2194,25,43314,21800,1180214,24882,5398,77,1,4,1,1,1,1,4,3
2195,25,21699,58641,629651,80696,9658,76,5,1,4,1,3,2,5,3
2196,30,44518,33665,335694,817395,9293,56,5,3,3,5,4,5,5,1
2197,26,14382,6869,10504,759413,4765,59,2,2,2,3,2,4,2,3
2198,24,26348,60023,2087,550135,8126,64,2,2,1,1,4,2,4,5
2199,33,17237,25604,276089,331642,6936,155,5,4,2,3,3,1,1,5
2200,30,40547,61358,637734,721506,7278,223,3,4,1,5,2,1,4,1
2201,28,43523,2933,463930,457089,2637,222,1,5,3,3,4,1,2,2
2202,32,43873,73877,816683,466395,2459,140,2,3,3,2,3,5,4,3
2203,33,9921,44443,166697,598727,447,79,3,5,1,4,2,2,1,5
2204,26,27966,34231,564228,533277,3029,199,5,5,5,1,3,5,5,2
2205,33,26203,1420,95059,1009817,6213,102,2,1,5,1,1,4,1,1
2206,29,17338,21978,976863,804817,8670,32,2,5,5,2,4,1,5,4
2207,26,26780,66743,334742,817039,1717,98,5,4,2,5,5,1,3,5
2208,24,44379,79284,593749,205343,2388,97,2,4,3,1,4,2,2,4
2209,33,36344,83556,566083,203413,6853,69,3,2,4,1,5,2,5,1
2210,28,15356,67139,538717,216372,5434,157,4,2,5,5,5,2,2,1
2211,34,30811,17869,342914,324268,1137,200,2,5,4,3,4,5,3,5
2212,33,37839,83706,68426,299766,6257,60,4,2,2,1,3,3,5,2
2213,35,32651,55511,644825,1048782,455,210,5,3,1,2,5,3,5,4
2214,30,23031,75112,75408,32503,7229,4,2,2,1,1,1,5,2,1
2215,27,37158,51748,233391,472090,7966,180,4,5,3,1,5,1,1,4
2216,32,19678,61801,286158,930475,3303,176,1,3,5,1,3,3,1,5
2217,25,12889,56367,1175426,205795,9195,119,1,4,2,1,2,3,4,3
2218,27,19061,4041,1061864,127525,2125,36,4,1,1,4,5,5,1,1
2219,26,22067,9253,960551,280388,4718,8,5,1,2,5,2,5,3,1
2220,30,19646,31418,382705,1038162,589,222,3,2,5,1,4,1,1,1
2221,35,35086,37681,313565,192500,398,74,2,4,3,3,4,3,5,2
2222,30,36096,62537,22252,20177,6746,170,5,5,1,4,1,2,4,4
2223,32,21153,72730,934450,1064250,5663,55,3,4,2,5,1,5,4,4
2224,27,39191,37624,515990,772943,9799,166,1,2,2,4,5,4,3,4
2225,28,17705,42213,1241287,132600,665,185,1,2,1,3,4,1,2,5
2226,29,12506,66457,801368,1111389,3641,125,1,4,2,4,5,3,3,4
